Table with row headers in column A and column headers in rows 5 through 6 and 60 through 61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table H-8. Median Household Income by State: 1984 to 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Households as of March of the following year. Income in current and 2019 CPI-U-RS adjusted dollars (28). Beginning in 2010, standard errors were calculated using replicate weights)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,2019,,2018,,2017 (40),,2017,,2016,,2015,,2014,,2013 (39),,2013 (38),,2012,,2011,,2010 (37),,2009 (36),,2008,,2007,,2006,,2005,,2004 (revised),,2003,,2002,,2001,,2000 (30),,1999 (29),,1998,,1997,,1996,,1995 (25),,1994 (24),,1993 (23),,1992 (22),,1991,,1990,,1989,,1988,,1987 (21),,1986,,1985 (20),,1984 (19),
,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error
Minnesota,"81,426","2,988","73,118","3,722","72,979","4,849","75,008","3,119","74,808","4,309","74,167","3,305","72,688","3,467","70,709","4,388","66,953","2,026","68,936","1,494","65,868","2,711","61,482","1,887","66,998","1,478","65,379","1,699","71,762","2,334","71,450","1,548","71,147","1,633","76,119","1,452","73,604","1,711","77,839","1,704","76,257","1,641","80,765","2,535","72,403","2,350","75,341","3,325","67,818","2,406","66,723","1,994","63,390","3,088","57,577","2,327","58,846","2,117","55,492","2,323","54,114","2,104","59,861","1,956","60,258","2,551","60,605","2,169","60,624","2,403","59,050","2,568","54,205","2,322","57,429","2,148"
Mississippi,"44,787","2,997","43,556","2,346","45,139","1,872","45,306","2,299","43,785","1,306","43,204","1,156","38,397","1,399","35,548","3,001","44,905","2,357","40,875","1,725","46,809","2,695","44,842","3,326","41,900","1,558","43,383",988,"46,079","1,175","44,149","2,012","43,142","1,695","47,154","1,536","45,604","1,551","44,009","1,092","43,659","1,717","51,062","2,016","49,992","2,167","45,777","1,820","45,408","2,208","43,424","2,142","44,348","1,718","43,469","1,287","38,770","2,147","36,844","1,924","35,750","1,933","38,388","1,526","39,760","1,890","37,850","1,850","39,966","1,945","36,875","1,427","37,293","1,406","36,263","1,720"
Missouri,"60,597","2,932","62,844","2,486","58,957","2,433","59,327","2,723","58,612","1,831","63,879","2,813","61,215","3,275","50,900","4,544","55,305","4,065","55,515","2,278","52,145","2,457","53,839","2,535","58,254","1,905","54,800","1,364","56,864","1,365","56,664","1,782","56,411","1,298","57,170","1,456","60,979","1,219","60,958","1,531","59,839","1,743","67,137","1,767","63,699","1,833","63,197","2,937","58,240","3,282","55,775","2,463","58,196","2,294","51,666","2,468","50,110","2,561","49,008","2,599","51,263","2,598","51,998","2,652","52,896","1,489","48,845","2,267","51,207","2,519","48,961","1,724","49,849","1,381","48,825","1,680"
Montana,"60,195","2,294","58,724","2,928","59,872","2,318","61,624","2,700","60,806","3,068","55,461","3,169","55,239","1,922","47,490","6,536","48,513","3,575","50,298","2,861","45,883","2,319","48,508","2,170","48,301","1,197","51,065","2,100","53,960","2,100","52,249",886,"48,966","1,524","46,070",962,"47,527","1,487","49,642","1,727","46,503","1,067","48,796","1,490","47,775","1,487","49,640","1,781","46,544","1,824","46,691","2,549","46,385","1,847","47,287","2,132","46,246","1,686","47,510","1,304","45,575","1,634","44,470","1,870","47,296","2,617","46,320","1,727","44,200","1,725","45,394","1,673","45,980","1,818","45,913","1,692"
Nebraska,"73,071","3,259","68,799","4,004","62,141","2,910","62,179","2,970","63,255","2,853","65,258","3,169","61,474","2,436","63,343","4,636","59,112","1,995","58,228","3,011","63,357","3,068","61,697","2,069","59,240","1,979","60,383","1,493","60,781","1,705","61,197","1,894","62,890","1,899","59,407","1,807","61,274","1,820","60,987","1,479","63,128","1,615","62,155","1,516","59,455","2,103","57,242","2,435","55,275","2,435","55,366","2,442","55,028","1,930","54,411","1,910","54,174","1,455","53,821","1,918","54,243","1,849","52,284","2,146","52,540","3,036","52,420","2,000","50,232","1,643","48,619","1,818","49,531","2,077","50,287","1,798"
Nevada,"70,906","3,465","62,985","2,154","60,533","3,079","58,978","3,169","59,054","2,277","56,122","2,452","53,913","1,985","56,993","3,493","49,873","3,111","52,803","2,826","53,591","3,040","60,165","2,259","61,437","1,310","65,163","3,164","66,818","1,599","66,456","1,591","63,265","2,205","64,044","1,875","62,960","2,165","64,068","1,654","65,722","1,636","68,121","1,505","63,819","2,715","62,497","1,926","61,907","2,511","62,734","2,629","60,300","2,196","61,388","2,625","62,571","1,883","57,152","1,426","60,462","2,871","60,923","2,243","58,571","1,892","58,304","1,992","58,025","2,435","58,545","1,999","52,883","2,284","60,578","2,392"
New Hampshire,"86,900","2,721","82,820","3,455","78,877","4,110","78,013","3,172","81,245","3,103","81,661","3,797","79,340","3,516","75,958","4,361","78,402","3,585","75,656","2,481","75,049","1,882","78,300","1,940","76,603","2,217","78,771","3,814","83,527","2,282","78,770","1,880","74,780","2,659","77,084","1,796","77,428","1,817","78,836","1,837","74,303","1,041","75,815","1,850","70,890","3,005","70,675","2,933","65,323","2,556","64,145","2,823","65,459","2,600","60,317","3,144","66,327","2,830","70,636","3,443","66,144","2,458","77,631","2,498","74,925","2,737","72,143","2,352","69,812","3,130","68,217","1,851","59,992","2,440","60,903","1,727"
New Jersey,"87,726","4,069","75,520","2,897","74,299","4,306","76,131","3,128","72,943","3,054","73,764","3,380","70,525","2,911","70,083","4,907","67,915","3,362","74,399","2,186","71,014","3,449","73,993","2,871","77,375","2,292","77,735","2,734","74,791","1,802","86,510","2,516","83,158","2,962","74,995","1,741","78,094","1,425","77,762","2,287","74,940","1,351","75,039","1,475","76,553","2,163","78,328","2,257","76,513","2,269","77,266","1,981","73,402","2,340","72,356","1,821","70,758","1,723","69,855","1,506","73,518","1,896","73,691","1,644","78,095","1,892","75,606","1,371","73,921","1,714","70,823","1,880","70,392","1,461","65,279","1,880"
New Mexico,"53,113","2,196","49,158","2,242","47,559","1,904","49,910","2,054","51,618","3,155","48,688","3,113","50,466","3,580","44,153","4,846","46,309","2,935","48,442","2,529","47,825","2,454","53,037","3,544","52,010","1,785","50,115","1,644","54,826","1,822","50,880","1,598","51,110","2,231","53,676","2,149","48,916","1,591","50,528","1,512","47,948","1,792","52,244","1,858","50,139","2,688","49,586","2,198","47,936","1,843","40,834","1,776","43,434","1,838","46,044","2,365","46,749","1,490","46,319","2,413","48,719","2,194","47,636","1,994","45,120","2,054","40,204","1,736","44,813","1,341","44,316","1,548","46,405","2,329","48,484","2,418"
New York,"71,855","1,699","68,493","1,753","64,185","1,796","65,128","2,183","65,453","1,497","62,594","2,379","58,707","1,925","54,926","2,492","59,188","1,805","53,190","1,768","57,684","1,146","58,497","1,551","59,982",715,"60,065",812,"60,497","1,135","61,295","1,257","61,909","1,085","60,578","1,075","59,621","1,215","59,804",827,"60,961",869,"60,657",865,"61,553","1,353","58,784","1,221","57,037","1,010","57,639","1,214","55,193","1,197","54,591",816,"55,378",971,"55,617",948,"58,364",988,"60,101",972,"62,875",904,"60,246","1,392","56,959",984,"55,883","1,058","53,712","1,188","51,768",980
North Carolina,"61,159","1,649","54,336","1,793","51,674","2,312","52,505","1,836","57,278","1,735","54,815","1,449","50,572","1,848","50,937","3,269","45,299","2,262","46,355","1,444","51,498","1,777","51,504","2,260","50,056",688,"51,101","1,007","53,784","1,325","50,586","1,036","55,190","1,265","54,593","1,102","51,945","1,311","52,036","1,020","55,240","1,377","57,044","1,200","57,343","1,478","56,338","1,607","57,104","1,461","57,950","1,641","53,440","1,484","51,536","1,147","50,351","1,141","49,742","1,103","49,294",936,"50,090","1,058","52,714","1,032","50,870","1,117","49,135","1,170","48,818","1,559","48,741","1,329","48,341","1,506"
North Dakota,"70,031","3,170","67,710","3,151","62,750","2,192","62,457","1,748","64,118","2,440","61,957","3,489","65,647","3,392","65,024","3,794","58,138","3,147","62,210","2,368","64,205","3,372","59,937","2,716","59,814","2,076","59,077","1,414","58,348","1,582","52,175","1,786","55,369","1,602","53,212","1,697","56,308","1,187","51,587","1,174","51,811","1,164","53,588","1,585","50,276","2,129","47,639","1,853","50,446","2,168","51,225","1,927","48,611","2,034","48,394","1,908","49,125","1,459","48,288","1,614","47,530","1,711","48,064","1,908","50,364","1,803","50,197","2,102","48,738","1,954","48,029","1,753","48,182","1,838","48,816","2,439"
Ohio,"64,663","3,011","62,750","2,295","63,294","1,973","62,334","1,971","57,514","2,018","57,517","2,112","53,663","1,506","55,786","2,691","51,004","1,524","49,503","1,922","50,862","1,367","53,920","1,754","54,802",748,"55,867","1,009","60,689","1,341","58,344",805,"58,008","1,373","58,415","1,326","60,641","1,296","60,827","1,107","60,485",957,"63,959","1,090","60,783","1,522","61,191","2,478","57,573","1,424","55,458","1,730","58,390","1,651","54,515",999,"54,658","1,150","56,249","1,051","54,685","1,393","57,099","1,370","57,934","1,308","57,798","1,325","55,640","1,198","56,084","1,313","57,200","1,282","54,343","1,156"
Oklahoma,"59,397","2,357","55,420","2,824","54,110","3,242","57,368","3,235","54,273","1,760","50,801","2,090","51,020","3,000","50,745","3,784","48,123","4,491","54,001","3,147","55,199","2,728","50,650","2,436","54,800","1,361","54,887","1,108","53,417","1,796","49,367","2,030","49,402","1,902","53,747","1,522","50,026","1,088","51,955",874,"51,545",999,"48,283","1,056","50,307","2,295","53,020","1,937","49,952","1,633","44,661","1,773","43,968","1,471","46,191","2,076","45,879","2,607","45,287","1,925","46,740","1,981","46,390","1,986","47,246","2,467","49,312","1,575","46,827","1,908","46,779","1,945","48,182","1,736","49,702","1,687"
Oregon,"74,413","5,675","70,418","3,721","65,181","2,651","67,384","2,979","63,000","2,793","65,646","2,562","63,642","3,241","53,863","3,174","61,897","2,223","57,758","2,599","58,698","1,831","59,462","1,769","58,647","1,964","61,572","1,636","62,094","1,677","59,857","1,774","57,950","1,825","55,619","1,426","58,019","1,345","59,570","1,218","59,744","1,089","63,270","1,393","62,523","1,927","61,414","3,029","59,346","2,849","57,772","2,074","60,785","1,621","53,833","1,930","57,895","2,027","57,186","3,652","55,419","1,995","55,706","1,838","56,952","2,865","57,815","2,396","54,053","2,357","55,320","2,238","49,747","2,368","50,292","1,751"
Pennsylvania,"70,582","3,226","65,693","1,665","63,916","1,925","65,885","2,871","64,965","2,169","65,166","2,403","59,640","2,449","60,631","3,227","59,308","1,765","57,902","1,567","56,857","1,930","56,773","1,772","57,540","1,119","61,185",701,"59,870","1,152","61,619","1,105","60,760",978,"59,841","1,410","59,823","1,084","60,562","1,133","62,966","1,047","62,789","1,048","58,119","1,756","61,333","1,698","59,776","1,536","56,807","1,585","57,693","1,141","54,877","1,119","54,151","1,212","53,523","1,195","55,744","1,127","55,181","1,309","57,274","1,365","55,719","1,036","54,886","1,168","53,163","1,105","51,981","1,222","47,817","1,173"
Rhode Island,"70,151","4,980","63,394","3,409","68,209","4,218","69,241","4,390","65,550","3,013","60,107","3,504","63,380","4,325","61,914","4,234","63,551","2,347","62,544","2,857","55,858","2,601","60,662","2,033","61,676","1,727","63,374","2,856","67,006","2,285","68,304","2,317","64,938","1,911","65,036","2,676","62,301","1,740","60,447","1,247","66,185","1,660","62,820","1,516","65,755","3,048","63,959","4,177","55,443","3,561","60,204","1,686","59,089","2,294","54,640","2,261","58,544","2,703","54,508","2,567","56,605","2,003","60,818","2,235","60,136","2,703","62,178","3,300","61,078","3,109","59,266","2,367","55,952","2,045","50,792","1,993"
South Carolina,"62,028","1,783","58,485","2,120","56,879","2,225","57,331","2,167","57,888","3,359","50,027","2,445","48,567","2,426","47,888","2,625","48,092","3,265","49,532","2,406","45,663","1,939","48,999","1,716","49,094","1,329","50,178","1,334","54,649","1,920","50,357","1,712","52,794","1,580","52,494","1,385","53,617","1,562","53,884","1,744","54,624","1,481","55,932","1,395","56,124","2,660","52,297","2,059","54,590","2,564","56,426","2,287","48,581","2,340","51,077","1,949","45,517","1,677","49,396","2,569","50,414","2,087","54,668","2,631","47,508","2,114","53,200","2,396","54,077","2,452","49,057","1,929","45,525","1,959","47,730","2,195"
South Dakota,"64,255","3,776","60,540","2,690","59,358","4,157","59,337","3,789","61,205","3,276","59,421","2,810","57,348","3,829","58,715","3,207","59,859","3,331","55,125","1,902","53,796","2,446","53,293","2,403","54,738","1,540","61,421","1,184","57,375","1,112","57,742","2,086","56,627","1,797","55,772","1,350","55,070","1,399","53,971","1,358","57,425","1,239","54,301","1,023","55,148","1,453","51,540","1,592","47,312","1,824","48,061","1,633","49,428","2,690","50,884","2,028","48,459","1,817","47,034","1,198","45,230","1,432","46,746","1,632","48,127","1,994","46,451","1,465","45,661","1,289","44,434","1,483","41,222","1,595","45,615","2,181"
Tennessee,"56,627","2,766","57,076","1,468","57,681","2,222","57,612","2,255","54,700","1,478","51,074","1,843","47,255","2,514","47,665","3,776","46,718","3,225","47,963","2,685","48,164","2,912","45,348","1,477","48,397","1,180","47,258","1,441","50,919","1,379","51,725",960,"51,713","1,563","51,654","1,434","52,285","1,646","52,770","1,583","51,797","1,145","50,760","1,385","56,216","2,016","53,592","2,055","48,813","2,164","50,119","1,769","48,487","2,119","49,012","1,759","43,856","1,452","43,557","1,635","44,888","1,680","42,981","1,653","45,138","2,605","43,455","2,119","45,722","1,716","40,767","1,974","40,395","1,266","39,441","1,354"
Texas,"67,444","1,769","60,868","1,397","62,672","1,383","61,841","1,775","61,947","1,499","60,940","1,391","58,237","1,453","56,509","1,495","58,291","1,773","57,926","1,060","55,874","1,313","55,542","1,362","56,708",887,"55,338",802,"56,924",865,"55,048","1,052","54,358",551,"56,166",745,"54,721","1,062","57,215",802,"59,146",741,"57,478","1,169","59,550","1,570","56,252","1,041","55,885","1,402","53,833","1,242","53,541","1,059","52,633","1,121","50,189","1,071","50,068","1,136","50,909","1,149","53,703","1,362","51,676","1,116","52,012","1,213","53,368","1,375","53,956","1,148","53,948","1,241","54,111","1,253"
Utah,"84,523","3,494","78,463","2,369","72,785","2,257","74,381","2,347","71,892","2,383","71,499","2,657","68,515","3,493","67,107","1,707","69,218","4,548","65,083","3,284","63,217","1,890","66,629","2,306","69,866","1,897","74,439","1,816","66,164","1,506","69,438","2,124","71,931","1,710","69,020","1,258","68,660","1,257","68,205","1,633","68,529","2,317","70,789","1,550","70,882","2,486","69,639","2,162","68,154","2,844","60,289","2,165","60,962","1,536","61,123","1,782","62,522","2,170","61,349","2,051","51,429","2,495","57,344","1,937","61,320","2,024","54,825","1,894","57,272","2,578","58,688","1,809","57,345","1,595","54,188","1,727"
Vermont,"74,305","3,084","71,335","2,393","66,416","3,450","66,545","3,268","64,814","1,453","64,200","2,829","65,623","3,349","72,016","4,411","60,286","3,277","62,005","3,380","59,080","2,286","65,721","2,640","62,493","1,718","60,357","1,169","58,576","1,728","66,073","1,609","66,539","1,718","64,214","1,723","60,280","1,361","61,276","1,183","59,050","1,366","58,945","1,371","64,008","2,166","61,894","2,501","55,850","2,752","52,671","2,035","56,523","2,076","61,270","3,262","54,274","1,670","58,669","2,388","53,520","2,243","59,163","2,532","62,474","2,268","60,398","2,244","54,867","2,966","54,932","2,240","59,077","2,140","53,063","2,310"
Virginia,"81,313","3,056","78,549","3,142","73,851","3,968","74,354","3,417","70,795","2,595","66,350","2,632","71,511","3,185","72,450","3,012","74,333","2,794","72,101","2,416","71,331","2,020","70,937","2,309","72,267","1,425","73,782","1,722","73,126","1,687","72,604","2,024","68,127","1,555","69,386","1,514","76,335","2,178","70,727","1,838","72,725","1,662","70,213","1,585","70,333","2,724","68,154","3,451","68,444","3,023","63,826","2,375","60,531","2,325","64,428","2,620","63,652","2,423","68,418","2,434","66,336","2,452","66,726","1,994","68,109","2,406","68,024","2,748","64,756","2,187","66,356","2,398","64,596","3,008","62,339","2,054"
Washington,"82,454","2,920","81,170","3,080","74,612","2,215","78,656","3,449","74,906","2,229","72,562","3,510","63,850","2,373","70,268","3,722","66,073","2,416","69,373","2,509","64,763","2,259","65,997","2,421","72,137","1,432","67,409","2,406","71,790","2,146","69,558","1,581","66,463","1,371","67,732","1,449","66,198","1,944","64,388","1,374","61,505","1,830","63,308","1,803","69,994","3,202","74,547","2,168","71,001","2,733","59,700","2,617","59,438","2,092","57,387","2,037","62,293","1,941","60,720","2,234","62,358","2,175","61,092","2,357","63,803","2,939","67,355","2,146","58,977","2,392","60,028","2,121","54,532","1,718","58,795","1,934"
West Virginia,"53,706","2,995","51,489","1,361","48,973","1,332","47,341","1,549","47,253","2,124","46,212","3,380","42,754","2,373","47,344","3,797","44,236","2,957","48,586","3,095","47,642","2,012","50,267","2,959","48,364","1,091","45,225","1,671","52,026","1,222","48,834","1,543","47,827","1,412","45,279","1,591","45,652","1,384","41,838",996,"42,952",976,"43,785",960,"45,095","1,769","41,979","1,226","43,797","2,095","41,096","2,118","41,577","1,454","40,327","2,083","39,172","1,714","36,308","1,598","42,491","1,685","42,115","2,173","43,274","1,683","40,323","1,938","37,147","1,680","36,766","2,021","36,316","1,881","39,584","1,429"
Wisconsin,"67,355","2,323","63,764","2,076","66,208","3,033","66,175","3,831","63,727","1,966","59,809","1,605","62,782","2,328","56,861","2,890","60,743","2,570","59,213","1,906","59,304","2,355","59,167","1,686","61,202",963,"60,945","1,014","63,381","1,285","65,706","1,457","58,594","1,546","62,047","1,814","64,472","1,363","65,414","1,348","65,639","1,626","67,124","1,417","70,293","2,891","64,967","1,998","63,087","1,832","65,112","2,897","68,440","2,203","60,562","2,177","55,498","2,341","59,660","1,965","57,151","1,869","58,427","1,707","58,138","2,475","61,621","2,038","56,926","3,044","59,021","1,793","52,819","2,638","48,750","1,930"
Wyoming,"65,134","3,773","63,672","3,963","62,092","3,321","60,320","3,269","61,609","3,326","65,745","2,184","60,199","2,182","74,136","4,384","61,229","3,482","64,158","3,146","62,096","2,594","61,341","2,563","62,674","2,545","63,488","1,877","60,250","1,685","59,794","1,910","58,684","1,979","61,593","1,555","59,297","1,393","56,665","1,391","57,494","1,688","58,997","1,572","57,334","1,978","55,414","2,069","53,253","2,296","50,384","1,397","52,688","1,898","56,715","3,163","51,438","2,039","54,109","2,543","53,327","2,537","56,047","1,885","58,932","2,573","55,046","2,282","59,562","3,148","52,610","1,927","50,172","2,384","55,972","1,718"
"Source: U.S. Census Bureau, Current Population Survey, Annual Social and Economic Supplements (CPS ASEC). For information on confidentiality protection, sampling error, nonsampling error, and definitions, see <https://www2.census.gov/programs-surveys/cps/techdocs/cpsmar20.pdf>.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footnotes are available at <www.census.gov/topics/income-poverty/income/guidance/cps-historic-footnotes.html>.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
